Business Name,Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Restitution,Business Building,Business Street,Building Address Unit,Business City,Business State,Business Zip,Complainant Zip 
"CHOICE RECOVERY, INC.",Debt Collection Agency - 122,Billing Dispute - B02,03/30/2016,04/11/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,1550,OLD HENDERSON RD,STE 100,COLUMBUS,OH,43220,11369
THE PAPILLION PALACE,Misc Non-Food Retail - 817,Misrepresentation - M01,06/10/2015,06/23/2015,No Satisfactory Agreement - NSA,No,0.00,4038,157TH ST,,FLUSHING,NY,11354,11568
"HUSSAIN, SYED K",Home Improvement Contractor - 100,Quality of Work - Q01,10/16/2015,12/10/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,30,LEONA ST,,STATEN ISLAND,NY,10314,10301
PETRO,Misc Non-Food Retail - 817,Breach of Contract - B03,04/16/2015,05/28/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,5560,58TH ST,,MASPETH,NY,11378,11435
CORNERSTONE CHRISTIAN CONSTRUCTION,Home Improvement Contractor - 100,Quality of Work - Q01,11/02/2015,12/28/2015,Advised to Sue - ATS,No,0.00,340,SIMPSON PL,,PEEKSKILL,NY,10566,10461
CITY ISLAND AUTO BODY INC.,Tow Truck Company - 124,Billing Dispute - B02,12/05/2014,01/05/2015,Bill Reduced - BLR,Yes,3887.00,138,CITY ISLAND AVE,,BRONX,NY,10464,52317
BEST HALAL MEAT & GROCERY,Grocery-Retail - 808,Non-Delivery of Goods - N01,11/18/2014,01/08/2015,Advised to Sue - ATS,No,0.00,1020,CONEY ISLAND AVE,,BROOKLYN,NY,11230,11214
"CONVERGENT OUTSOURCING, INC.",Debt Collection Agency - 122,Billing Dispute - B02,01/08/2016,01/26/2016,Bill Reduced - BLR,Yes,421.00,PO BOX,9004,,RENTON,WA,98057,11434
HUFFMAN KOOS,Furniture Sales - 242,,06/03/2015,06/09/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,125,SOUTH ST,,PASSAIC,NJ,07055,11368
"RUIZ, RODRIGO",Employment Agency - 034,Non-Delivery of Service - N02,04/06/2015,04/23/2015,Cash Amount - AMT,Yes,80.00,8814,ROOSEVELT AVE,1,JACKSON HTS,NY,11372,11228
"NEW YORK AMERIFUTURE, INC.",Debt Settlement - 248,Billing Dispute - B02,10/19/2015,11/12/2015,Consumer Took Action - CTA,No,0.00,13618,39TH AVE,701,FLUSHING,NY,11354,07030
GRADE A OF NYC INC.,Tow Truck Company - 124,Outstanding Judgment - J01,07/23/2015,09/03/2015,Referred to Hearing - RTH,No,0.00,9,WOODHULL ST,,BROOKLYN,NY,11231,11230
CITY JUNK REMOVAL INC.,Misc Non-Food Retail - 817,Breach of Contract - B03,01/25/2016,02/18/2016,Cash Amount - AMT,Yes,150.00,14644,105TH AVE,,JAMAICA,NY,11435,11213
PCS OF FORDHAM INC.,Electronic Store - 001,Misrepresentation - M01,10/22/2015,12/01/2015,Goods Exchanged - GEX,Yes,618.00,379,E FORDHAM RD,,BRONX,NY,10458,10462
MITCHELL GARDENS CLEANERS II,Dry Cleaners - 230,Non-Delivery of Service - N02,09/03/2015,09/29/2015,No Business Response - NVR,No,0.00,,,,,,,11354
LYNCH PROFESSIONAL DEVELOPMENT AND EDUCATION CENTRE,Misc Non-Food Retail - 817,Misrepresentation - M01,12/15/2015,12/22/2015,Cash Amount - AMT,Yes,80.00,43,KINGSTON AVE,1L,BROOKLYN,NY,11213,11004
HUFFMAN KOOS,Furniture Sales - 242,Non-Delivery of Goods - N01,12/15/2014,02/06/2015,Advised to Sue - ATS,No,0.00,125,SOUTH ST,,PASSAIC,NJ,07055,11361
"FUTURE RESTORATION, INC.",Home Improvement Contractor - 100,Non-Delivery of Service - N02,11/17/2015,01/04/2016,Cash Amount - AMT,Yes,200.00,12314,JAMAICA AVE,,RICHMOND HILL,NY,11418,11102
"PRESTIGE AUTO SERVICE, INC.",Secondhand Dealer Auto - 005,Defective Goods - D02,10/06/2015,12/23/2015,Advised to Sue - ATS,No,0.00,2615,CROPSEY AVE,,BROOKLYN,NY,11214,28681
,Home Improvement Contractor - 100,Non-Delivery of Service - N02,12/11/2015,01/29/2016,No Business Response - NVR,No,0.00,,,,,,,10023
MAHIR FLORAL $ EVENT DESIGNS,Misc Non-Food Retail - 817,,05/27/2015,07/09/2015,No Consumer Response - NCR,NA,0.00,156,W 28TH ST,,NEW YORK,NY,10001,11209
ALLIED INTERSTATE LLC,Debt Collection Agency - 122,Billing Dispute - B02,09/02/2015,10/01/2015,Bill Reduced - BLR,Yes,0.00,70,MANSELL CT,STE 250,ROSWELL,GA,30076,10026
"VERIZON, INC.",Other,,03/25/2015,04/21/2015,Advised to Sue - ATS,No,0.00,140,WEST ST,,NEW YORK,NY,10007,10308
REVENUE RECOVERY CORPORATION,Debt Collection Agency - 122,Billing Dispute - B02,08/27/2015,09/15/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,PO Box,,,KNOXVILLE,TN,37950,11212
CITIBANK,Debt Collection Agency - 122,Billing Dispute - B02,04/04/2016,04/22/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,4600,HOUSTON RD,,FLORENCE,KY,41042,11226
"UNITED COLLECTION BUREAU, INC.",Debt Collection Agency - 122,Billing Dispute - B02,03/02/2016,03/14/2016,Bill Reduced - BLR,Yes,226.00,5620,SOUTHWYCK BLVD,STE 206,TOLEDO,OH,43614,11373
PALLADIUM,Misc Non-Food Retail - 817,Misrepresentation - M01,11/04/2015,11/20/2015,Unable to Locate Business - ULV,NA,0.00,3614,31ST ST,,ASTORIA,NY,11106,11374
"BOLOGNA, VALENTINO",Home Improvement Contractor - 100,Damaged Goods - D01,12/23/2015,02/17/2016,Referred to Hearing - RTH,No,0.00,10620,ROCKAWAY BLVD,,OZONE PARK,NY,11417,11692
GLOBAL DIGITAL FORENSICS,Misc Non-Food Retail - 817,Breach of Contract - B03,02/05/2015,03/20/2015,Credit Card Refund and/or Contract Cancelled - CRC,Yes,500.00,1500,BROADWAY,,NEW YORK,NY,10036,10016
M & J TRIMMING,Misc Non-Food Retail - 817,Refund Policy - R01,01/15/2015,02/20/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,1008,6TH AVE,,NEW YORK,NY,10018,11361
T-MOBILE NORTHEAST LLC,Electronic Store - 001,Breach of Contract - B03,04/27/2015,05/22/2015,Credit Card Refund and/or Contract Cancelled - CRC,Yes,147.00,2711,CENTERVILLE RD,400,WILMINGTON,DE,19808,11354
LINDEN USED CARS INC.,Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,03/13/2015,05/14/2015,Goods Repaired - GRS,Yes,0.00,,,,,,,10031
DAVINO'S AUTO BODY INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,05/12/2015,05/26/2015,Cash Amount - AMT,Yes,631.00,1812,ATLANTIC AVE,,BROOKLYN,NY,11233,11418
"GRAY LINE NEW YORK TOURS, INC.",Sightseeing Bus - 078,Surcharge/Overcharge - S02,03/17/2015,04/15/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,1430,BROADWAY,507,NEW YORK,NY,10018,64188
GC SERVICES LIMITED PARTNERSHIP,Debt Collection Agency - 122,Misrepresentation - M01,04/23/2015,05/06/2015,Bill Reduced - BLR,Yes,13349.00,70,MANSELL CT,250,ROSWELL,GA,30076,11691
"RITE AID OF NEW YORK, INC.",Drug Store Retail - 810,Exchange Goods/Contract Cancelled - E01,06/11/2015,06/26/2015,Cash Amount - AMT,Yes,11.00,30,HUNTER LN,,CAMP HILL,PA,17011,10456
745 LIBERTY GAS INC.,Gas Station-Retail - 815,Damaged Goods - D01,01/12/2016,02/03/2016,Referred to Outside - RTO,NA,0.00,745,PORT RICHMOND AVE,,STATEN ISLAND,NY,10302,10302
LIBERTY DRY CLEANERS INC.,Dry Cleaners - 230,Damaged Goods - D01,04/15/2015,06/05/2015,No Consumer Response - NCR,NA,0.00,1289,SAINT NICHOLAS AVE,,NEW YORK,NY,10033,10033
TOWER GENERAL CONSTRUCTION CORP,Home Improvement Contractor - 100,Quality of Work - Q01,04/02/2015,04/27/2015,No Satisfactory Agreement - NSA,No,0.00,11432,140TH ST,,JAMAICA,NY,11436,11432
FORAVI,Retail Store - 820,Exchange Goods/Contract Cancelled - E01,01/28/2015,03/06/2015,Advised to Sue - ATS,No,0.00,1067,MADISON AVE,,NEW YORK,NY,10028,10128
NU CHOICE,Mailorder Misc - 319,Non-Delivery of Goods - N01,09/04/2015,09/30/2015,Goods Received - GDR,Yes,25.00,24922,147TH AVE,,ROSEDALE,NY,11422,12508
"RECEIVABLES PERFORMANCE MANAGEMENT, LLC",Debt Collection Agency - 122,Advertising/Misleading - A02,02/04/2015,03/06/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,,,,,,,10465
151SAMPLESALE,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,06/17/2015,07/21/2015,Goods Exchanged - GEX,Yes,490.00,151,WOOSTER ST,,NEW YORK,NY,10012,07302
FASHION FOR CHARITY,Other,,06/10/2015,07/15/2015,Credit Card Refund and/or Contract Cancelled - CRC,Yes,750.00,244,5TH AVE,C274,NEW YORK,NY,10001,
L L G CONSTRUCTION INC.,Home Improvement Contractor - 100,Non-Delivery of Service - N02,03/25/2015,05/08/2015,Referred to Hearing - RTH,No,0.00,11759,123RD ST,FL 2,S OZONE PARK,NY,11420,11203
"ARTISAN TAILORS, INC",Other,,01/19/2016,02/12/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,1,RIVERDALE AVE,2,BRONX,NY,10463,10463
FARMACIA CENTRAL,Drug Store Retail - 810,,11/28/2014,01/15/2015,Referred to Manufacturer - RMF,NA,0.00,102,NAGLE AVE,,NEW YORK,NY,10040,10456
LINDEN USED CARS INC.,Secondhand Dealer Auto - 005,Breach of Contract - B03,09/04/2015,10/28/2015,Advised to Sue - ATS,No,0.00,670,POWELL ST,,BROOKLYN,NY,11212,11207
THE PARKING PLACE JFK,Parking Lot - 050,Damaged Goods - D01,10/08/2015,11/25/2015,Unable to Locate Business - ULV,NA,0.00,12001,SUTPHIN BLVD,,JAMAICA,NY,11434,10460
"SOTO, MAX",Home Improvement Contractor - 100,,06/10/2015,08/11/2015,Referred to Hearing - RTH,No,0.00,450,GATES AVE,,BROOKLYN,NY,11216,10128
SCUFFY'S COLLISION INC.,Tow Truck Company - 124,Billing Dispute - B02,12/19/2014,02/03/2015,Cash Amount - AMT,Yes,92.00,7011,GARFIELD AVE,,WOODSIDE,NY,11377,10023
RETURN TO PERFECTION INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,02/23/2016,04/19/2016,Referred to Hearing - RTH,No,0.00,1652,MCDONALD AVE,,BROOKLYN,NY,11230,11229
SOHO VILLAGE PARKING LLC,Garage - 049,Surcharge/Overcharge - S02,12/29/2015,01/29/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,205,E 38TH ST,,NEW YORK,NY,10016,10583
"ULTRA SASH WINDOW FACTORY, INC.",Home Improvement Contractor - 100,Advertising/General - A01,08/26/2015,10/14/2015,Advised to Sue - ATS,No,0.00,13011,ATLANTIC AVE,,RICHMOND HILL,NY,11418,11420
"SYSTEMS & SERVICES TECHNOLOGIES, INC.",Debt Collection Agency - 122,Billing Dispute - B02,12/30/2015,01/28/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,4315,PICKETT RD,,SAINT JOSEPH,MO,64503,10314
BUILDING TO SERVE INC.,Home Improvement Contractor - 100,Damaged Goods - D01,03/31/2015,05/05/2015,No Business Response - NVR,No,0.00,17939,HILLSIDE AVE,,JAMAICA,NY,11432,10024
ROYAL BLUE AUTO INC.,Secondhand Dealer Auto - 005,Damaged Goods - D01,11/13/2015,11/17/2015,Cash Amount - AMT,Yes,1400.00,1238,MCDONALD AVE,,BROOKLYN,NY,11230,11213
VERIZON WIRELESS CORPORATE OFFICE,Mailorder Misc - 319,Lost Property - L02,12/12/2014,01/05/2015,Resolved and Consumer Satisfied - SPF,Yes,326.00,15,FEDERAL RD,,BROOKFIELD,CT,06804,11361
"MIDLAND CREDIT MANAGEMENT, INC.",Debt Collection Agency - 122,Billing Dispute - B02,02/03/2015,02/27/2015,Bill Reduced - BLR,Yes,537.00,3111,CAMINO DEL RIO N,1300,SAN DIEGO,CA,92108,10467
"EXPEDIA, INC.",Travel Agency - 440,Misrepresentation - M01,02/13/2015,03/17/2015,Credit Card Refund and/or Contract Cancelled - CRC,Yes,665.00,333,108TH AVE NE,,BELLEVUE,WA,98004,11356
THE FAMILY FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,05/21/2015,07/15/2015,Cash Amount - AMT,Yes,80.00,,,,,,,11423
COMFORT CONTROL METRO CORP,Other,Damaged Goods - D01,01/28/2015,03/17/2015,No Satisfactory Agreement - NSA,No,0.00,PO BOX,,,NEW ROCHELLE,NY,10804,10462
EXPO MOTORS INC.,Secondhand Dealer Auto - 005,Damaged Goods - D01,05/19/2015,06/19/2015,Complaint Invalid - CIN,NA,0.00,9135,183RD ST,,HOLLIS,NY,11423,11428
"CONVERGENT HEALTHCARE RECOVERIES, INC.",Debt Collection Agency - 122,Billing Dispute - B02,10/27/2015,12/07/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,124,SW ADAMS ST,210,PEORIA,IL,61602,20016
SHARP WIRELESS INC,Electronic Store - 001,Non-Delivery of Goods - N01,10/14/2015,10/30/2015,Goods Received - GDR,Yes,272.00,2498,GRAND CONCOURSE,,BRONX,NY,10458,10468
WD PLUS INC,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,01/28/2016,02/10/2016,No Satisfactory Agreement - NSA,No,0.00,6908,BAY PKWY,,BROOKLYN,NY,11204,11230
EMPIRE CONSULTING GROUP,Employment Agency - 034,Misrepresentation - M01,03/23/2015,05/04/2015,No Consumer Response - NCR,NA,0.00,1370,BROADWAY,550,NEW YORK,NY,10018,10025
"PORTFOLIO RECOVERY ASSOCIATES, L.L.C.",Debt Collection Agency - 122,Billing Dispute - B02,03/03/2015,04/10/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,,,,,,,11231
THE CELLPHONE STORE,Electronic Store - 001,Surcharge/Overcharge - S02,12/29/2015,01/28/2016,Bill Reduced - BLR,Yes,120.00,137B,HESTER ST,,NEW YORK,NY,10002,11214
ROSETHORN DEVELOPMENT CORPORATION,Home Improvement Contractor - 100,Quality of Work - Q01,02/03/2015,04/24/2015,Complaint Invalid - CIN,NA,0.00,95,WALL ST,APT 1116,NEW YORK,NY,10005,11236
"WIRELESS CONNECTIONS & MORE, INC.",Electronic Store - 001,Advertising/Misleading - A02,12/12/2014,02/19/2015,No Satisfactory Agreement - NSA,No,0.00,,,,,,,11104
"BORO FUEL OIL CO., INC.",Fuel Oil Dealer - 814,Non-Delivery of Service - N02,01/13/2016,03/01/2016,No Consumer Response - NCR,NA,0.00,228,51ST ST,,BROOKLYN,NY,11220,11204
"CREDIT BUREAU OF NAPA COUNTY, INC.",Debt Collection Agency - 122,Billing Dispute - B02,07/23/2015,08/03/2015,Bill Reduced - BLR,Yes,722.00,1247,BROADWAY,,SONOMA,CA,95476,10028
PEMCO SUPPLY HBAC-R,Misc Non-Food Retail - 817,Damaged Goods - D01,06/24/2015,07/21/2015,Advised to Sue - ATS,No,0.00,,,,,,,11218
"SEARS, ROEBUCK AND CO.",Appliances - 244,Defective Goods - D02,08/07/2015,10/07/2015,Referred to Manufacturer - RMF,NA,0.00,3333,BEVERLY RD,,HOFFMAN ESTATES,IL,60179,
CASTLESTONE CONSTRUCTION CORP.,Home Improvement Contractor - 100,Breach of Contract - B03,03/17/2015,03/25/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,3620,13TH ST,,ASTORIA,NY,11106,11236
"BOB'S DISCOUNT FURNITURE, LLC",Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,04/06/2015,04/22/2015,Goods Exchanged - GEX,Yes,1017.00,428,TOLLAND TPKE,,MANCHESTER,CT,06042,10473
A G S CONTRACTORS CORP.,Home Improvement Contractor - 100,Quality of Work - Q01,06/26/2015,07/21/2015,Goods Repaired - GRS,Yes,2300.00,8724,90TH ST,,WOODHAVEN,NY,11421,11416
VEGAS ELECTRONICS,Electronic Store - 001,Surcharge/Overcharge - S02,12/31/2015,01/29/2016,Cash Amount - AMT,Yes,10.00,872,FLATBUSH AVE,,BROOKLYN,NY,11226,11226
SALAMONE CONTRACTING INC.,Home Improvement Contractor - 100,Quality of Work - Q01,05/06/2015,06/18/2015,Goods Repaired - GRS,Yes,0.00,102,DAFFODIL DR,,E STROUDSBURG,PA,18301,10465
FURNITURE TO GO,Furniture Sales - 242,,03/03/2016,04/13/2016,Consumer Took Action - CTA,No,0.00,2375,FLATBUSH AVE,,BROOKLYN,NY,11234,11229
"RENT-A-CENTER EAST, INC.",Furniture Sales - 242,Surcharge/Overcharge - S02,01/28/2016,02/17/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,5501,HEADQUARTERS DR,,PLANO,TX,75024,11207
P. C. RICHARD & SON LONG ISLAND CORPORATION,Electronic Store - 001,Surcharge/Overcharge - S02,09/15/2015,10/08/2015,Referred to Outside - RTO,NA,0.00,150,PRICE PKWY,,FARMINGDALE,NY,11735,11374
HOME FURNISHINGS DEPOT INC.,Furniture Sales - 242,Other - Z01,04/19/2016,04/26/2016,Credit Card Refund and/or Contract Cancelled - CRC,Yes,1170.00,452,WYCKOFF AVE,,BROOKLYN,NY,11237,11206
HENG SHENG GROCERY,Grocery-Retail - 808,Surcharge/Overcharge - S02,02/13/2015,04/13/2015,Advised to Sue - ATS,No,0.00,6101,5TH AVE,,BROOKLYN,NY,11220,11220
DEPICCIOTTO JEWELERS,Jewelry Store-Retail - 823,Wrong Goods - W01,05/01/2015,05/11/2015,Credit Card Refund and/or Contract Cancelled - CRC,Yes,3266.00,555,5TH AVE,,NEW YORK,NY,10017,68516
ZARA,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,08/11/2015,09/16/2015,Consumer Withdrew Complaint - CWC,NA,0.00,101,5TH AVE,,NEW YORK,NY,10003,11221
CAPITAL 2 CONSTRUCTION & WATER PROOFING INC,Home Improvement Contractor - 100,Damaged Goods - D01,11/17/2015,12/11/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,2076,WALLACE AVE,STE 211,BRONX,NY,10462,10465
CASTOR AUTO SALES INC.,Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,11/10/2014,01/13/2015,Consumer Took Action - CTA,No,0.00,11446,FARMERS BLVD,,SAINT ALBANS,NY,11412,11234
INFINITI OF BAYSIDE LLC,Secondhand Dealer Auto - 005,Surcharge/Overcharge - S02,12/08/2015,01/13/2016,Complaint Invalid - CIN,NA,0.00,21707,NORTHERN BLVD,,BAYSIDE,NY,11361,11102
"METROPCS NEW YORK, LLC",Retail Store - 820,,10/09/2015,11/17/2015,Cash Amount - AMT,Yes,49.00,2711,CENTERVILLE RD,STE 400,WILMINGTON,DE,19808,10035
CAR APPROVAL CORP.,Secondhand Dealer Auto - 005,Breach of Contract - B03,01/26/2015,04/20/2015,Advised to Sue - ATS,No,0.00,1942,UTICA AVE,,BROOKLYN,NY,11234,10594
"BOB'S DISCOUNT FURNITURE, LLC",Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,07/22/2015,08/18/2015,Store Credit - SCR,Yes,1049.00,428,TOLLAND TPKE,,MANCHESTER,CT,06042,10467
GRAND CLEANER 55 LLC,Dry Cleaners - 230,Non-Delivery of Service - N02,02/13/2015,03/02/2015,Cash Amount - AMT,Yes,300.00,827,10TH AVE,,NEW YORK,NY,10019,10019
HEARTBEAT SECURITY SERVICE,Employment Agency - 034,Non-Delivery of Service - N02,12/31/2014,01/06/2015,Advised to Sue - ATS,No,0.00,370,E 149TH ST,FL 2,BRONX,NY,10455,10009
PRESTIGE HOUSE FURNITURE CORP.,Furniture Sales - 242,Non-Delivery of Goods - N01,03/02/2016,03/08/2016,Unable to Locate Business - ULV,NA,0.00,513,E TREMONT AVE,,BRONX,NY,10457,10457
,Garage - 049,Damaged Goods - D01,03/01/2016,04/22/2016,Referred to Hearing - RTH,No,0.00,,,,,,,10065
NEIGHBORHOOD WIRELESS & MORE LLC,Electronic Store - 001,Non-Delivery of Goods - N01,03/23/2016,04/28/2016,No Satisfactory Preempted - NSP,NA,0.00,4712B,WHITE PLAINS RD,,BRONX,NY,10470,10550
POPS & SON CONSTRUCTION INC.,Home Improvement Contractor - 100,Quality of Work - Q01,09/21/2015,11/13/2015,Advised to Sue - ATS,No,0.00,43,PRAIRIE DR,,NORTH BABYLON,NY,11703,10016
NU CHOICE,Mailorder Misc - 319,Non-Delivery of Goods - N01,09/25/2015,10/07/2015,Goods Received - GDR,Yes,60.00,24922,147TH AVE,,ROSEDALE,NY,11422,12051
"WESTERN BEEF RETAIL, INC.",Grocery-Retail - 808,Surcharge/Overcharge - S02,12/03/2015,12/11/2015,Cash Amount - AMT,Yes,1.00,431,W 16TH ST,,NEW YORK,NY,10011,10010
QUALITY ASSURANCE CORP.,Secondhand Dealer Auto - 005,Breach of Contract - B03,05/14/2015,07/07/2015,Unable to Locate Business - ULV,NA,0.00,45,ROCKEFELLER PLZ,2000,NEW YORK,NY,10111,20020
D & R ELECTRONIC INC.,Electronic Store - 001,Defective Goods - D02,07/02/2015,07/16/2015,Goods Exchanged - GEX,Yes,98.00,2946,3RD AVE,,BRONX,NY,10455,10451
"A.M. PHARMACY, INC.",Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,08/19/2015,08/26/2015,Cash Amount - AMT,Yes,6.00,5702,8TH AVE,,BROOKLYN,NY,11220,11220
"AT&T WIRELESS SERVICES, INC.",Electronic Store - 001,Breach of Contract - B03,04/21/2015,06/16/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,15,E MIDLAND AVE,,PARAMUS,NJ,07652,11223
"PHOENIX LAUNDROMAT, INC",Laundry - 064,Damaged Goods - D01,08/27/2015,09/14/2015,Store Credit - SCR,Yes,60.00,199,1ST AVE,,NEW YORK,NY,10003,
"NATIONAL FLOORS DIRECT, INC.",Home Improvement Contractor - 100,Quality of Work - Q01,11/24/2014,01/14/2015,Agency Collected Judgement - ACJ,Yes,541.00,PO BOX,294,,AVON,MA,02322,10451
403 LAFAYETTE LLC,Garage - 049,Damaged Goods - D01,10/19/2015,09/29/2015,Consumer Withdrew Complaint - CWC,NA,0.00,403,LAFAYETTE ST,,NEW YORK,NY,10003,07836
BP GAS STATION,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,01/30/2015,03/05/2015,Complaint Invalid - CIN,NA,0.00,265,NAGLE AVE,,NEW YORK,NY,10034,10038
"BOB'S DISCOUNT FURNITURE, LLC",Furniture Sales - 242,Damaged Goods - D01,01/12/2016,01/25/2016,Cash Amount - AMT,Yes,210.00,428,TOLLAND TPKE,,MANCHESTER,CT,06042,10029
"GOLD BULL VEND, LLC",Laundry - 064,Damaged Goods - D01,03/02/2016,04/04/2016,Advised to Sue - ATS,No,0.00,70,LOCUST AVE,B503,NEW ROCHELLE,NY,10801,
GIL'S AUTO BODY INC.,Tow Truck Company - 124,Billing Dispute - B02,02/12/2015,05/01/2015,No Consumer Response - NCR,NA,0.00,362,SHEPHERD AVE,,BROOKLYN,NY,11208,11206
VIP AUTO MATCH INC,Secondhand Dealer Auto - 005,Damaged Goods - D01,06/29/2015,08/28/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,2911,BOSTON RD,,BRONX,NY,10469,10038
CUSTOM TOWING INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,01/07/2016,02/04/2016,No Consumer Response - NCR,NA,0.00,49,ELIZABETH ST,,STATEN ISLAND,NY,10310,11223
1693 BROADWAY GIFTS LLC,Electronic Store - 001,Misrepresentation - M01,07/24/2015,08/26/2015,Credit Card Refund and/or Contract Cancelled - CRC,Yes,950.00,1693,BROADWAY,,NEW YORK,NY,10019,
BROADWAY CAMERAS & ELECTRONICS,Electronic Store - 001,,12/16/2014,01/16/2015,Cash Amount - AMT,Yes,100.00,1550,BROADWAY,,NEW YORK,NY,10036,84092
VERIZON WIRELESS CORPORATE OFFICE,Other,,04/13/2015,05/13/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,15,FEDERAL RD,,BROOKFIELD,CT,06804,10306
MACY'S INCOPORATED,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,11/10/2014,01/02/2015,No Consumer Response - NCR,NA,0.00,151,W 34TH ST,,NEW YORK,NY,10001,11233
"ASIAN PACIFIC, LLC",Garage - 049,,02/27/2015,03/24/2015,Complaint Invalid - CIN,NA,0.00,48,GREAT NECK RD,,GREAT NECK,NY,11021,11355
"IMMEDIATE CREDIT RECOVERY, INC.",Debt Collection Agency - 122,Billing Dispute - B02,10/06/2015,10/23/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,169,MYERS CORNERS RD,STE 110,WAPPINGERS FL,NY,12590,11221
"DESARIO, JOSEPH D",Home Improvement Contractor - 100,Quality of Work - Q01,08/03/2015,09/25/2015,Advised to Sue - ATS,No,0.00,66,DURANT AVE,,STATEN ISLAND,NY,10306,10309
"BEST BUY STORES, L.P.",Electronic Store - 001,Misrepresentation - M01,02/09/2015,02/24/2015,Store Credit - SCR,Yes,100.00,7601,PENN AVE S,,MINNEAPOLIS,MN,55423,10016
DELTA SERVICES INC.,Employment Agency - 034,Misrepresentation - M01,03/16/2015,04/01/2015,Cash Amount - AMT,Yes,100.00,160,PEARL ST,201,NEW YORK,NY,10005,11369
VIP ELECTRONICS INC,Electronic Store - 001,Breach of Warranty - B04,12/14/2015,01/12/2016,No Satisfactory Preempted - NSP,NA,0.00,4373,WHITE PLAINS RD,,BRONX,NY,10466,10466
VISION EXPRESS,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,05/07/2015,06/23/2015,No Satisfactory Agreement - NSA,No,0.00,151,W 34TH ST,,NEW YORK,NY,10001,10044
DEPENDABLE TOWING INC.,Tow Truck Company - 124,,01/05/2015,01/09/2015,Referred to Outside - RTO,NA,0.00,2505,STILLWELL AVE,,BROOKLYN,NY,11223,11236
"ARCADIA RECOVERY BUREAU, LLC",Debt Collection Agency - 122,Billing Dispute - B02,07/24/2015,09/03/2015,Bill Reduced - BLR,Yes,300.00,645,PENN ST,,READING,PA,19601,11211
"SEARS, ROEBUCK AND CO.",Appliances - 244,Non-Delivery of Service - N02,10/21/2015,11/10/2015,Goods Exchanged - GEX,Yes,452.00,3333,BEVERLY RD,B6349A,HOFFMAN ESTATES,IL,60179,11229
IKEA,Furniture Sales - 242,Refund Policy - R01,02/26/2016,03/21/2016,Cash Amount - AMT,Yes,237.00,1,BEARD ST,,BROOKLYN,NY,11231,10027
IBIS CONTRACTING LLC,Home Improvement Contractor - 100,Quality of Work - Q01,11/12/2015,12/10/2015,Referred to Hearing - RTH,No,0.00,21876,HEMPSTEAD AVE,,QUEENS VLG,NY,11429,11377
COLUMBIA EAST CONSTRUCTION CORP.,Home Improvement Contractor - 100,Breach of Contract - B03,08/11/2015,10/01/2015,Goods Repaired - GRS,Yes,1996.00,4340,195TH ST,,FLUSHING,NY,11358,11421
"COLON, LEONARD",Pawnbroker - 080,Wrong Goods - W01,03/26/2015,04/24/2015,Advised to Sue - ATS,No,0.00,1620,E 172ND ST,,BRONX,NY,10472,10453
"PRINCE-PARKER & ASSOCIATES, INC.",Debt Collection Agency - 122,Misrepresentation - M01,11/21/2014,01/13/2015,Bill Reduced - BLR,Yes,1167.00,PO BOX,17208,,CHARLOTTE,NC,28227,11219
